Content,NH,OSA,Q_type,Qid01,Qid02,Qid03,Test_id,Text_test_Q,accept_status,browser_codename,browser_name,browser_version,checkbox_status,correct_response,date_startdate,date_startdateUTC,date_starttime,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,jatosStudyResultId,jatosVersion,queryParams_batchId,queryParams_jatosWorkerId,response,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,system_os
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,7,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,6,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,5,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,8,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,3,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,1,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,6,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,1,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,3,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,2,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,8,None,None,Mozilla,Netscape,5.0 (Windows),None,n,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,10,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,10,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
"演化賦予身為靈長類的人類成為臉孔辨認專家的先天條件與後天環境，即便是僅僅出生幾個月的新生兒，也顯示出對於臉孔的高度偏好與注意。你是否有過這樣的經驗?當我們在看外國電影時，會覺得外國人的臉孔都很相像難以區辨，容易對外國演員產生角色混淆；對於本國演員的臉孔則較不會產生混淆。此現象即是臉孔辨認上的本種族優勢(（own-race advantage，簡稱ORA），我們辨識及記憶本種族臉孔的能力優於他種族臉孔。人們對於種族訊息的敏感度從嬰兒期已見端倪，跨文化研究發現不論是白種人嬰兒或是漢民族的亞洲人嬰兒，在滿3 ~ 4 個月大時會偏好注視本種族臉孔（ Kelly et al., 2005; Kelly et al, 2007a）。 Peery與Bodenhausen在2008年所做的研究中發現，白人參與者傾向將50% 黑人與50% 白人混合的變形臉孔（morphing face）分類為黑人。此研究結果顯示出，我們除了有本種族臉孔優勢以外，在種族臉孔的歸類上也會有偏誤，當我們嘗試去辨識一個具有雙重血緣的個體時，會傾向於以單一種族去做分類。種族分類的議題不只引起西方學界的熱烈討論，近年國內學者也開始探討。陳君嫚等人(2019)的研究，以變形臉孔典範將實驗分為兩個部分，分別測試成人及學齡期兒童對不同比例亞洲人/ 白人混合臉孔的種族分類傾向。他們的研究結果發現，隨著目標臉孔中的亞洲人成分增加，不論是成人或兒童參與者將該臉孔分類為亞洲人的比率都會隨之提高，且可發現隨著參與者年齡增加，在歸類變形臉孔時就愈容易將之歸類為白人。有趣的是，研究結果顯示7 ~ 8 歲兒童組並未將中性的刺激(50%亞洲人，50%白人成分)歸類為白人，代表他們可能尚未發展出對種族混合臉孔的分類偏誤…..",Y,N,Knowledge,3,12,2,4,None,None,Mozilla,Netscape,5.0 (Windows),None,y,14-08-21,14-08-21,16:05:10,0,0,0,0,0,44149,3.6.1,2581,2097,是,1080,1920,24,1080,24,1912,1072,1920,Win32
